PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32371802","Impact of ambulatory SBP and overweight on executive function performance in children and adolescents","Chrysaidou K, Kotsis V, Chainoglou A, Tzovaras F, Gidaris D, Chatzipapa N, Zafeiriou D, Stabouli S.","J Hypertens. 2020 Jun;38(6):1123-1130. doi: 10.1097/HJH.0000000000002371.","Chrysaidou K","J Hypertens","2020","2020/05/07","","","10.1097/HJH.0000000000002371"
"32361757","Perspective: Childhood Obesity Requires New Strategies for Prevention","Deal BJ, Huffman MD, Binns H, Stone NJ.","Adv Nutr. 2020 Sep 1;11(5):1071-1078. doi: 10.1093/advances/nmaa040.","Deal BJ","Adv Nutr","2020","2020/05/04","PMC7490151","","10.1093/advances/nmaa040"
"32358873","The association between father involvement in caregiving and early childhood overweight or obesity","Sato R, Fujiwara T, Kino S, Kawachi I.","Pediatr Obes. 2020 Sep;15(9):e12652. doi: 10.1111/ijpo.12652. Epub 2020 May 1.","Sato R","Pediatr Obes","2020","2020/05/03","","","10.1111/ijpo.12652"
"32356132","Breastfeeding Practices and Overweight/Obesity Among Children Under 5 Years of Age: A Multistage Random Sampling Survey in Central and Western China","Song Q, Yang Y, Liu X, Yang C, Huang X, Zhou H, Wang Y.","Matern Child Health J. 2020 Aug;24(8):998-1007. doi: 10.1007/s10995-020-02945-z.","Song Q","Matern Child Health J","2020","2020/05/02","","","10.1007/s10995-020-02945-z"
"32352652","Effects of COVID-19 Lockdown on Lifestyle Behaviors in Children with Obesity Living in Verona, Italy: A Longitudinal Study","Pietrobelli A, Pecoraro L, Ferruzzi A, Heo M, Faith M, Zoller T, Antoniazzi F, Piacentini G, Fearnbach SN, Heymsfield SB.","Obesity (Silver Spring). 2020 Aug;28(8):1382-1385. doi: 10.1002/oby.22861. Epub 2020 Jul 10.","Pietrobelli A","Obesity (Silver Spring)","2020","2020/05/01","PMC7267384","NIHMS1600690","10.1002/oby.22861"
"32351030","The relationship between pancreas steatosis and the risk of metabolic syndrome and insulin resistance in Chinese adolescents with concurrent obesity and non-alcoholic fatty liver disease","Chiyanika C, Chan DFY, Hui SCN, So HK, Deng M, Yeung DKW, Nelson EAS, Chu WCW.","Pediatr Obes. 2020 Sep;15(9):e12653. doi: 10.1111/ijpo.12653. Epub 2020 Apr 29.","Chiyanika C","Pediatr Obes","2020","2020/05/01","PMC7507143","","10.1111/ijpo.12653"
"32350815","The Pediatric Obesity Encounter: Literature and Resources to Help with 4 Common Issues","Zachary M, Sisley S.","Curr Nutr Rep. 2020 Jun;9(2):94-100. doi: 10.1007/s13668-020-00308-2.","Zachary M","Curr Nutr Rep","2020","2020/05/01","","","10.1007/s13668-020-00308-2"
"32349990","Genetic Causes of Severe Childhood Obesity: A Remarkably High Prevalence in an Inbred Population of Pakistan","Saeed S, Arslan M, Manzoor J, Din SM, Janjua QM, Ayesha H, Ain QT, Inam L, Lobbens S, Vaillant E, Durand E, Derhourhi M, Amanzougarene S, Badreddine A, Berberian L, Gaget S, Khan WI, Butt TA, Bonnefond A, Froguel P.","Diabetes. 2020 Jul;69(7):1424-1438. doi: 10.2337/db19-1238. Epub 2020 Apr 29.","Saeed S","Diabetes","2020","2020/05/01","","","10.2337/db19-1238"
"32338406","Obesity in adolescent men increases the risk of venous thromboembolism in adult life","Glise Sandblad K, Jern S, Åberg M, Robertson J, Torén K, Lindgren M, Adiels M, Hansson PO, Rosengren A.","J Intern Med. 2020 Jun;287(6):734-745. doi: 10.1111/joim.13044. Epub 2020 Apr 27.","Glise Sandblad K","J Intern Med","2020","2020/04/28","","","10.1111/joim.13044"
"32332117","Caesarean delivery is associated with higher risk of overweight in the offspring: within-family analysis in the SUN cohort","Martín-Calvo N, Martínez-González MÁ, Segura G, Chavarro JE, Carlos S, Gea A.","J Epidemiol Community Health. 2020 Jun;74(7):586-591. doi: 10.1136/jech-2019-213724. Epub 2020 Apr 24.","Martín-Calvo N","J Epidemiol Community Health","2020","2020/04/26","PMC7293569","NIHMS1592466","10.1136/jech-2019-213724"
"32331931","School Food and Beverage Availability and Children's Diet, Purchasing, and Obesity: Evidence From a Natural Experiment","Richardson AS, Nicosia N, Ghosh-Dastidar MB, Datar A.","J Adolesc Health. 2020 Dec;67(6):804-813. doi: 10.1016/j.jadohealth.2020.03.004. Epub 2020 Apr 21.","Richardson AS","J Adolesc Health","2020","2020/04/26","PMC7575612","NIHMS1576224","10.1016/j.jadohealth.2020.03.004"
"32331866","Sex differences in the relationship between social media use, short sleep duration, and body mass index among adolescents","Sampasa-Kanyinga H, Colman I, Goldfield GS, Hamilton HA, Chaput JP.","Sleep Health. 2020 Oct;6(5):601-608. doi: 10.1016/j.sleh.2020.01.017. Epub 2020 Apr 21.","Sampasa-Kanyinga H","Sleep Health","2020","2020/04/26","","","10.1016/j.sleh.2020.01.017"
"32321731","Adolescent Obesity and Early-Onset Type 2 Diabetes","Twig G, Zucker I, Afek A, Cukierman-Yaffe T, Bendor CD, Derazne E, Lutski M, Shohat T, Mosenzon O, Tzur D, Pinhas-Hamiel O, Tiosano S, Raz I, Gerstein HC, Tirosh A.","Diabetes Care. 2020 Jul;43(7):1487-1495. doi: 10.2337/dc19-1988. Epub 2020 Apr 22.","Twig G","Diabetes Care","2020","2020/04/24","","","10.2337/dc19-1988"
"32314532","Association of AMY1A/AMY2A copy numbers and AMY1/AMY2 serum enzymatic activity with obesity in Mexican children","Vázquez-Moreno M, Mejía-Benítez A, Sharma T, Peralta-Romero J, Locia-Morales D, Klünder-Klünder M; National Obesity Network Mexico, Cruz M, Meyre D.","Pediatr Obes. 2020 Aug;15(8):e12641. doi: 10.1111/ijpo.12641. Epub 2020 Apr 20.","Vázquez-Moreno M","Pediatr Obes","2020","2020/04/22","","","10.1111/ijpo.12641"
"32309857","Causal Association of Haptoglobin With Obesity in Mexican Children: A Mendelian Randomization Study","Vázquez-Moreno M, Locia-Morales D, Perez-Herrera A, Gomez-Diaz RA, Gonzalez-Dzib R, Valdez-González AL, Flores-Alfaro E, Corona-Salazar P, Suarez-Sanchez F, Gomez-Zamudio J, Valladares-Salgado A, Wacher-Rodarte N, Cruz M, Meyre D.","J Clin Endocrinol Metab. 2020 Jul 1;105(7):dgaa213. doi: 10.1210/clinem/dgaa213.","Vázquez-Moreno M","J Clin Endocrinol Metab","2020","2020/04/21","","","10.1210/clinem/dgaa213"
"32306396","Childhood body mass index is associated with the risk of adult hematologic malignancies in men-The best Gothenburg cohort","Celind J, Ohlsson C, Bygdell M, Martikainen J, Lewerin C, Kindblom JM.","Int J Cancer. 2020 Nov 1;147(9):2355-2362. doi: 10.1002/ijc.33015. Epub 2020 May 1.","Celind J","Int J Cancer","2020","2020/04/20","","","10.1002/ijc.33015"
"32304151","Promoting physical activity through walking to treat childhood obesity, mainly for mild to moderate obesity","Yoshinaga M, Miyazaki A, Aoki M, Ogata H, Ito Y, Hamajima T, Tokuda M, Lin L, Horigome H, Takahashi H, Nagashima M.","Pediatr Int. 2020 Aug;62(8):976-984. doi: 10.1111/ped.14253. Epub 2020 Aug 10.","Yoshinaga M","Pediatr Int","2020","2020/04/19","","","10.1111/ped.14253"
"32297759","Parent-perceived barriers to child weight management: Measure validation in a clinical sample","Darling KE, Ruzicka EB, Fahrenkamp AJ, Putt GE, Sato AF.","Fam Syst Health. 2020 Jun;38(2):130-138. doi: 10.1037/fsh0000480. Epub 2020 Apr 16.","Darling KE","Fam Syst Health","2020","2020/04/17","","","10.1037/fsh0000480"
"32297464","A systematic review of lifestyle patterns and their association with adiposity in children aged 5-12 years","D'Souza NJ, Kuswara K, Zheng M, Leech R, Downing KL, Lioret S, Campbell KJ, Hesketh KD.","Obes Rev. 2020 Aug;21(8):e13029. doi: 10.1111/obr.13029. Epub 2020 Apr 15.","D'Souza NJ","Obes Rev","2020","2020/04/17","","","10.1111/obr.13029"
"32294800","Hunger in the household: Food insecurity and associations with maternal eating and toddler feeding","Armstrong B, Hepworth AD, Black MM.","Pediatr Obes. 2020 Oct;15(10):e12637. doi: 10.1111/ijpo.12637. Epub 2020 Apr 15.","Armstrong B","Pediatr Obes","2020","2020/04/16","","","10.1111/ijpo.12637"
"32293986","The Application of Telemedicine to Pediatric Obesity: Lessons from the Past Decade","DeSilva S, Vaidya SS.","Telemed J E Health. 2021 Feb;27(2):159-166. doi: 10.1089/tmj.2019.0314. Epub 2020 Apr 15.","DeSilva S","Telemed J E Health","2021","2020/04/16","","","10.1089/tmj.2019.0314"
"32282576","Challenges of pediatric obesity in perioperative care","Brzenski A, Dontukurthy S, Raman VT.","Int Anesthesiol Clin. 2020 Summer;58(3):9-13. doi: 10.1097/AIA.0000000000000280.","Brzenski A","Int Anesthesiol Clin","2020","2020/04/14","","","10.1097/AIA.0000000000000280"
"32282131","Body weight impact of the sugar-sweetened beverages tax in Mexican children: A modeling study","Torres-Álvarez R, Barrán-Zubaran R, Canto-Osorio F, Sánchez-Romero LM, Camacho-García-Formentí D, Popkin BM, Rivera JA, Meza R, Barrientos-Gutiérrez T.","Pediatr Obes. 2020 Aug;15(8):e12636. doi: 10.1111/ijpo.12636. Epub 2020 Apr 13.","Torres-Álvarez R","Pediatr Obes","2020","2020/04/14","","","10.1111/ijpo.12636"
"32275954","Concordance and Discordance in the Geographic Distribution of Childhood Obesity and Pediatric Type 2 Diabetes in New York City","Osorio M, Koziatek CA, Gallagher MP, Recaii J, Weinstein M, Thorpe LE, Elbel B, Lee DC.","Acad Pediatr. 2020 Aug;20(6):809-815. doi: 10.1016/j.acap.2020.03.012. Epub 2020 Apr 7.","Osorio M","Acad Pediatr","2020","2020/04/11","PMC7416475","NIHMS1582532","10.1016/j.acap.2020.03.012"
"32274912","Nutrition in developmental age: few rules to stay healthy","Fabiano V, Albani E, Cammi GM, Zuccotti GV.","Minerva Pediatr. 2020 Jun;72(3):182-195. doi: 10.23736/S0026-4946.20.05803-X. Epub 2020 Apr 9.","Fabiano V","Minerva Pediatr","2020","2020/04/11","","","10.23736/S0026-4946.20.05803-X"
"32271383","The Joint Associations of Maternal BMI and Glycemia with Childhood Adiposity","Josefson JL, Catalano PM, Lowe WL, Scholtens DM, Kuang A, Dyer AR, Lowe LP, Metzger BE.","J Clin Endocrinol Metab. 2020 Jul 1;105(7):2177-88. doi: 10.1210/clinem/dgaa180.","Josefson JL","J Clin Endocrinol Metab","2020","2020/04/10","PMC7229988","","10.1210/clinem/dgaa180"
"32267366","Factors associated with overweight and abdominal obesity in Brazilian school-aged children: a comprehensive approach","Caixeta HCV, Amato AA.","Arch Endocrinol Metab. 2020 Aug;64(4):445-453. doi: 10.20945/2359-3997000000239. Epub 2020 Apr 6.","Caixeta HCV","Arch Endocrinol Metab","2020","2020/04/09","","","10.20945/2359-3997000000239"
"32266707","Elevated Blood Pressure and Associations with Sodium Intake Among Multiethnic Youth in Edmonton, Canada: Findings from WHY ACT NOW","Kolahdooz F, Nader F, Jang SL, Daemi M, Ezekowitz JA, Johnston N, Cruickshank K, Sharma S.","High Blood Press Cardiovasc Prev. 2020 Jun;27(3):239-249. doi: 10.1007/s40292-020-00377-y. Epub 2020 Apr 7.","Kolahdooz F","High Blood Press Cardiovasc Prev","2020","2020/04/09","","","10.1007/s40292-020-00377-y"
"32255672","Functional Genomics of the Pediatric Obese Asthma Phenotype Reveal Enrichment of Rho-GTPase Pathways","Rastogi D, Johnston AD, Nico J, Loh LN, Jorge Y, Suzuki M, Macian F, Greally JM.","Am J Respir Crit Care Med. 2020 Jul 15;202(2):259-274. doi: 10.1164/rccm.201906-1199OC.","Rastogi D","Am J Respir Crit Care Med","2020","2020/04/08","PMC7365356","","10.1164/rccm.201906-1199OC"
"32251114","The Role of Hyperinsulinemia in Slipped Capital Femoral Epiphysis","Montañez-Alvarez M, Flores-Navarro HH, Cuevas-De Alba C, Arana-Hernández EI, Ramírez-Ruiz M.","J Pediatr Orthop. 2020 Sep;40(8):413-417. doi: 10.1097/BPO.0000000000001557.","Montañez-Alvarez M","J Pediatr Orthop","2020","2020/04/07","","","10.1097/BPO.0000000000001557"
"32250384","Association of Video Game Use With Body Mass Index and Other Energy-Balance Behaviors in Children","Goodman W, Jackson SE, McFerran E, Purves R, Redpath I, Beeken RJ.","JAMA Pediatr. 2020 Jun 1;174(6):563-572. doi: 10.1001/jamapediatrics.2020.0202.","Goodman W","JAMA Pediatr","2020","2020/04/07","PMC7136857","","10.1001/jamapediatrics.2020.0202"
"32249933","Fitness, physical activity, sedentary time, inhibitory control, and neuroelectric activity in children with overweight or obesity: The ActiveBrains project","Mora-Gonzalez J, Esteban-Cornejo I, Solis-Urra P, Migueles JH, Cadenas-Sanchez C, Molina-Garcia P, Rodriguez-Ayllon M, Hillman CH, Catena A, Pontifex MB, Ortega FB.","Psychophysiology. 2020 Jun;57(6):e13579. doi: 10.1111/psyp.13579. Epub 2020 Apr 6.","Mora-Gonzalez J","Psychophysiology","2020","2020/04/07","","","10.1111/psyp.13579"
"32240906","Intergenerational transmission of the effects of maternal exposure to childhood maltreatment on offspring obesity risk: A fetal programming perspective","Lindsay KL, Entringer S, Buss C, Wadhwa PD.","Psychoneuroendocrinology. 2020 Jun;116:104659. doi: 10.1016/j.psyneuen.2020.104659. Epub 2020 Mar 23.","Lindsay KL","Psychoneuroendocrinology","2020","2020/04/03","PMC7293953","NIHMS1580688","10.1016/j.psyneuen.2020.104659"
"32223370","Associations between appetitive traits, dietary patterns and weight status of children attending the School Kids Intervention Program","Jani R, Agarwal CK, Golley P, Shanyar N, Mallan K, Chipchase L.","Nutr Health. 2020 Jun;26(2):103-113. doi: 10.1177/0260106020910962. Epub 2020 Mar 29.","Jani R","Nutr Health","2020","2020/04/01","","","10.1177/0260106020910962"
"32213420","Impact of pediatric obesity on the prevalence and outcome of otitis media with effusion","Alaraifi AK, Alosfoor MA, Alsaab F.","Int J Pediatr Otorhinolaryngol. 2020 Jun;133:110005. doi: 10.1016/j.ijporl.2020.110005. Epub 2020 Mar 13.","Alaraifi AK","Int J Pediatr Otorhinolaryngol","2020","2020/03/28","","","10.1016/j.ijporl.2020.110005"
"32202626","Obesity Treatment Among Adolescents: A Review of Current Evidence and Future Directions","Cardel MI, Atkinson MA, Taveras EM, Holm JC, Kelly AS.","JAMA Pediatr. 2020 Jun 1;174(6):609-617. doi: 10.1001/jamapediatrics.2020.0085.","Cardel MI","JAMA Pediatr","2020","2020/03/24","PMC7483247","NIHMS1594611","10.1001/jamapediatrics.2020.0085"
"32202598","Ideas for Next-Generation Treatments of Adolescent Obesity","Epstein LH, Quattrin T.","JAMA Pediatr. 2020 Jun 1;174(6):527-528. doi: 10.1001/jamapediatrics.2020.0034.","Epstein LH","JAMA Pediatr","2020","2020/03/24","","","10.1001/jamapediatrics.2020.0034"
"32198094","Using confidence interval-based estimation of relevance to explore bottom-up and top-down determinants of problematic eating behavior in children and adolescents with obesity from a dual pathway perspective","Vervoort L, Naets T, De Guchtenaere A, Tanghe A, Braet C.","Appetite. 2020 Jul 1;150:104676. doi: 10.1016/j.appet.2020.104676. Epub 2020 Mar 19.","Vervoort L","Appetite","2020","2020/03/22","","","10.1016/j.appet.2020.104676"
"32174046","Maternal antibiotic use and vaginal infections in the third trimester of pregnancy and the risk of obesity in preschool children","Isaevska E, Popovic M, Pizzi C, Fiano V, Rusconi F, Merletti F, Richiardi L, Maule M.","Pediatr Obes. 2020 Aug;15(8):e12632. doi: 10.1111/ijpo.12632. Epub 2020 Mar 16.","Isaevska E","Pediatr Obes","2020","2020/03/17","PMC7507215","","10.1111/ijpo.12632"
"32162477","Are primary/elementary school-based interventions effective in preventing/ameliorating excess weight gain? A systematic review of systematic reviews","Goldthorpe J, Epton T, Keyworth C, Calam R, Armitage CJ.","Obes Rev. 2020 Jun;21(6):e13001. doi: 10.1111/obr.13001. Epub 2020 Mar 11.","Goldthorpe J","Obes Rev","2020","2020/03/13","","","10.1111/obr.13001"
"32162449","Profiles of gut microbiota in children with obesity from Harbin, China and screening of strains with anti-obesity ability in vitro and in vivo","Liang C, Guo M, Liu T, Zhou X, Gong P, Lyu L, Niu H, Wu Y, Chen S, Han X, Zhang L.","J Appl Microbiol. 2020 Sep;129(3):728-737. doi: 10.1111/jam.14639. Epub 2020 Apr 8.","Liang C","J Appl Microbiol","2020","2020/03/13","","","10.1111/jam.14639"
"32159391","Food Insecurity Was Associated with Lower Fruits and Vegetables Consumption but Not with Overweight and Obesity in Children from Mexican Fishing Communities","Murillo-Castillo KD, Frongillo EA, Corella-Madueño MA, Quizán-Plata T.","Ecol Food Nutr. 2020 Jul-Aug;59(4):420-435. doi: 10.1080/03670244.2020.1737042. Epub 2020 Mar 11.","Murillo-Castillo KD","Ecol Food Nutr","2020","2020/03/12","","","10.1080/03670244.2020.1737042"
"32148191","The ""Stages Towards Completion Model"": what helps and hinders children with overweight or obesity and their parents to be guided towards, adhere to and complete a group lifestyle intervention","Grootens-Wiegers P, van den Eynde E, Halberstadt J, Seidell JC, Dedding C.","Int J Qual Stud Health Well-being. 2020 Dec;15(1):1735093. doi: 10.1080/17482631.2020.1735093.","Grootens-Wiegers P","Int J Qual Stud Health Well-being","2020","2020/03/10","PMC7144242","","10.1080/17482631.2020.1735093"
"32146590","The metabolic implications of aquaporin 7 (AQP7) promoter variants in lean children and children with obesity","Oikonomou E, Kostopoulou E, Rojas-Gil AP, Georgiou G, Spiliotis BE.","Hormones (Athens). 2020 Jun;19(2):187-195. doi: 10.1007/s42000-020-00184-z. Epub 2020 Mar 7.","Oikonomou E","Hormones (Athens)","2020","2020/03/09","","","10.1007/s42000-020-00184-z"
"32145103","Physical fitness components in relation to attention capacity in Latin American youth with overweight and obesity","García-Hermoso A, Hormazábal-Aguayo I, Fernández-Vergara O, Izquierdo M, Alonso-Martínez A, Bonilla-Vargas KJ, González-Ruíz K, Ramírez-Vélez R.","Scand J Med Sci Sports. 2020 Jul;30(7):1188-1193. doi: 10.1111/sms.13649. Epub 2020 Mar 19.","García-Hermoso A","Scand J Med Sci Sports","2020","2020/03/08","","","10.1111/sms.13649"
"32141229","Breastfeeding and childhood obesity: A 12-country study","Ma J, Qiao Y, Zhao P, Li W, Katzmarzyk PT, Chaput JP, Fogelholm M, Kuriyan R, Lambert EV, Maher C, Maia J, Matsudo V, Olds T, Onywera V, Sarmiento OL, Standage M, Tremblay MS, Tudor-Locke C, Hu G; ISCOLE Research Group.","Matern Child Nutr. 2020 Jul;16(3):e12984. doi: 10.1111/mcn.12984. Epub 2020 Mar 5.","Ma J","Matern Child Nutr","2020","2020/03/07","PMC7296809","","10.1111/mcn.12984"
"32141225","Understanding feeding practices of Latinx mothers of infants and toddlers at risk for childhood obesity: A qualitative study","McFarren H, Vazquez C, Jacobs EA, Dela Tejera G, Gray M.","Matern Child Nutr. 2020 Jul;16(3):e12983. doi: 10.1111/mcn.12983. Epub 2020 Mar 5.","McFarren H","Matern Child Nutr","2020","2020/03/07","PMC7296808","","10.1111/mcn.12983"
